id,topic,gate,suggested_day,slot,text,x_weighted_characters,asset,alt_text,status
072,Heikin Ashi,SOURCE_HOLD,36,PM,Smoothed candles can make a trend easier to inspect; they do not remove reversals or execution risk. Explore the Heikin Ashi strategy description. https://www.civalsystems.com/store/heikin-ashi-agent?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_072,170,assets/launch-brand.png,"Conceptual modular computing artwork for Cival Systems, not a product screenshot.",DRAFT_NOT_PUBLISHED
073,Heikin Ashi,SOURCE_HOLD,37,AM,Trend-following systems can struggle in changing conditions. Study the Heikin Ashi rules and evaluate the behavior you expect before using an agent. https://www.civalsystems.com/store/heikin-ashi-agent?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_073,172,assets/launch-brand.png,"Conceptual modular computing artwork for Cival Systems, not a product screenshot.",DRAFT_NOT_PUBLISHED
074,Heikin Ashi,SOURCE_HOLD,37,PM,Heikin Ashi is included in Trader Edition. Compare the source bundle and individual package contents. New sales await release validation. https://www.civalsystems.com/store/heikin-ashi-agent?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_074,161,assets/launch-brand.png,"Conceptual modular computing artwork for Cival Systems, not a product screenshot.",DRAFT_NOT_PUBLISHED
075,Heikin Ashi,SOURCE_HOLD,38,AM,"Prefer explicit trend rules to discretionary chart interpretation? Explore the Heikin Ashi framework, its setup requirements and current release notice. https://www.civalsystems.com/store/heikin-ashi-agent?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_075",176,assets/launch-brand.png,"Conceptual modular computing artwork for Cival Systems, not a product screenshot.",DRAFT_NOT_PUBLISHED
076,Mean reversion,SOURCE_HOLD,38,PM,Bollinger Mean Reversion Agent uses Bollinger-based rules. A move away from a mean can continue. Read the approach and requirements; source sales are on hold. https://www.civalsystems.com/store/mean-reversion-agent?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_076,182,assets/launch-brand.png,"Conceptual modular computing artwork for Cival Systems, not a product screenshot.",DRAFT_NOT_PUBLISHED
077,Mean reversion,SOURCE_HOLD,39,AM,"Mean reversion is a hypothesis to test, not a promise that price must come back. Explore the Cival strategy page and its limitations. https://www.civalsystems.com/store/mean-reversion-agent?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_077",157,assets/launch-brand.png,"Conceptual modular computing artwork for Cival Systems, not a product screenshot.",DRAFT_NOT_PUBLISHED
078,Mean reversion,SOURCE_HOLD,39,PM,"Before using a reversion strategy, understand the conditions that can invalidate it. The product page is the starting point for reviewing the programmed approach. https://www.civalsystems.com/store/mean-reversion-agent?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_078",186,assets/launch-brand.png,"Conceptual modular computing artwork for Cival Systems, not a product screenshot.",DRAFT_NOT_PUBLISHED
079,Mean reversion,SOURCE_HOLD,40,AM,The Bollinger Mean Reversion Agent is included in Trader Edition. Check bundle contents and release status before choosing a package. https://www.civalsystems.com/store/mean-reversion-agent?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_079,157,assets/launch-brand.png,"Conceptual modular computing artwork for Cival Systems, not a product screenshot.",DRAFT_NOT_PUBLISHED
080,Mean reversion,SOURCE_HOLD,40,PM,"Different market conditions can challenge the same rules. Explore mean-reversion research with clear limits and a plan to evaluate behavior, not just an attractive chart. https://www.civalsystems.com/store/mean-reversion-agent?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_080",194,assets/launch-brand.png,"Conceptual modular computing artwork for Cival Systems, not a product screenshot.",DRAFT_NOT_PUBLISHED
081,Sentiment research,SOURCE_HOLD,41,AM,The Sentiment Proxy Research Agent uses price and volume proxies. It does not include a live news or macroeconomic feed. Read those limitations first. Source sales are on hold. https://www.civalsystems.com/store/macro-sentiment-agent?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_081,200,assets/launch-brand.png,"Conceptual modular computing artwork for Cival Systems, not a product screenshot.",DRAFT_NOT_PUBLISHED
082,Sentiment research,SOURCE_HOLD,41,PM,A proxy is an estimate based on available inputs. Explore the Sentiment Proxy Research Agent with a clear understanding of what its data does and does not represent. https://www.civalsystems.com/store/macro-sentiment-agent?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_082,189,assets/launch-brand.png,"Conceptual modular computing artwork for Cival Systems, not a product screenshot.",DRAFT_NOT_PUBLISHED
083,Sentiment research,SOURCE_HOLD,42,AM,"The broader demo uses a Macro Sentiment label. The downloadable research product has a narrower scope: candle-derived proxies, not a live macro data service. https://www.civalsystems.com/store/macro-sentiment-agent?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_083",181,assets/launch-brand.png,"Conceptual modular computing artwork for Cival Systems, not a product screenshot.",DRAFT_NOT_PUBLISHED
084,Sentiment research,SOURCE_HOLD,42,PM,The Sentiment Proxy Research Agent can issue trade signals. Research branding does not make its outputs risk-free. Read the package details and release notice. https://www.civalsystems.com/store/macro-sentiment-agent?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_084,183,assets/launch-brand.png,"Conceptual modular computing artwork for Cival Systems, not a product screenshot.",DRAFT_NOT_PUBLISHED
085,Sentiment research,SOURCE_HOLD,43,AM,"Data provenance matters. Before choosing a sentiment strategy, ask whether it uses news, external feeds or price-derived estimates. Our product page makes that distinction explicit. https://www.civalsystems.com/store/macro-sentiment-agent?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_085",205,assets/launch-brand.png,"Conceptual modular computing artwork for Cival Systems, not a product screenshot.",DRAFT_NOT_PUBLISHED
086,Customization,EDUCATION,43,PM,"Your trading software should be understandable. Cival source offerings are designed for inspection and customization. Check the license, requirements and current release availability. https://www.civalsystems.com/docs/setup?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_086",207,assets/workflow-square.png,"Conceptual illustration of configure, validate and monitor stages; not a product screenshot.",DRAFT_NOT_PUBLISHED
087,Customization,EDUCATION,44,AM,AI coding tools can help you explore a codebase. They do not replace testing. Review any strategy change before trusting it with account access or capital. https://www.civalsystems.com/docs/setup?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_087,179,assets/workflow-square.png,"Conceptual illustration of configure, validate and monitor stages; not a product screenshot.",DRAFT_NOT_PUBLISHED
088,Customization,EDUCATION,44,PM,"Make changes deliberately: keep a versioned baseline, test the new behavior and document how to roll back. The same discipline applies to trading software. https://www.civalsystems.com/docs/setup?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_088",179,assets/workflow-square.png,"Conceptual illustration of configure, validate and monitor stages; not a product screenshot.",DRAFT_NOT_PUBLISHED
089,Customization,EDUCATION,45,AM,A useful starting point saves setup work while leaving room to learn. Explore the Cival source offering and read the installation requirements before deciding. https://www.civalsystems.com/docs/setup?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_089,183,assets/workflow-square.png,"Conceptual illustration of configure, validate and monitor stages; not a product screenshot.",DRAFT_NOT_PUBLISHED
090,Customization,EDUCATION,45,PM,"Changing a strategy means changing assumptions. Document the inputs, expected behavior and failure cases alongside the code. Start with the setup guide. https://www.civalsystems.com/docs/setup?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_090",176,assets/workflow-square.png,"Conceptual illustration of configure, validate and monitor stages; not a product screenshot.",DRAFT_NOT_PUBLISHED
091,Support and trust,EDUCATION,46,AM,Questions before choosing a Cival product? Tell us whether you want hosting or source software and which workflow you need. That context makes support more useful. https://www.civalsystems.com/contact?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_091,187,assets/workflow-square.png,"Conceptual illustration of configure, validate and monitor stages; not a product screenshot.",DRAFT_NOT_PUBLISHED
092,Support and trust,EDUCATION,46,PM,"When reporting a setup issue, include the product version, selected network and the error message. Leave out secrets, private keys and seed phrases. https://www.civalsystems.com/contact?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_092",172,assets/workflow-square.png,"Conceptual illustration of configure, validate and monitor stages; not a product screenshot.",DRAFT_NOT_PUBLISHED
093,Support and trust,EDUCATION,47,AM,"Good product decisions start with clear questions. Ask about package contents, setup requirements and current availability before paying for software. https://www.civalsystems.com/contact?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_093",174,assets/workflow-square.png,"Conceptual illustration of configure, validate and monitor stages; not a product screenshot.",DRAFT_NOT_PUBLISHED
094,Support and trust,EDUCATION,47,PM,Need clarification on an agent or hosting plan? Use the Cival contact page. We would rather help you understand the requirements before you commit. https://www.civalsystems.com/contact?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_094,171,assets/workflow-square.png,"Conceptual illustration of configure, validate and monitor stages; not a product screenshot.",DRAFT_NOT_PUBLISHED
095,Support and trust,EDUCATION,48,AM,"Your feedback helps identify confusing steps. If a Cival page leaves you unsure what you receive or how setup works, tell us which page and what is unclear. https://www.civalsystems.com/contact?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_095",180,assets/workflow-square.png,"Conceptual illustration of configure, validate and monitor stages; not a product screenshot.",DRAFT_NOT_PUBLISHED
096,Launch conversations,EDUCATION,48,PM,"What is the first thing you look for in a trading dashboard: positions, agent decisions, risk settings or system health? We are building Cival around an understandable operating workflow. https://www.civalsystems.com/about?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_096",211,assets/launch-brand.png,"Conceptual modular computing artwork for Cival Systems, not a product screenshot.",DRAFT_NOT_PUBLISHED
097,Launch conversations,EDUCATION,49,AM,"If you have tried automated trading, which setup step needed the clearest explanation? Account connection, strategy configuration or monitoring? Explore the Cival approach. https://www.civalsystems.com/about?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_097",196,assets/launch-brand.png,"Conceptual modular computing artwork for Cival Systems, not a product screenshot.",DRAFT_NOT_PUBLISHED
098,Launch conversations,EDUCATION,49,PM,Would you rather manage your own trading infrastructure or use a hosted workspace? Cival has separate product paths for those needs. Compare responsibilities before choosing. https://www.civalsystems.com/about?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_098,198,assets/launch-brand.png,"Conceptual modular computing artwork for Cival Systems, not a product screenshot.",DRAFT_NOT_PUBLISHED
099,Launch conversations,EDUCATION,50,AM,"What would make an agent easier to trust operationally? Clear inputs, visible decisions and a tested stop procedure are a useful starting point. Trading still involves risk. https://www.civalsystems.com/about?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_099",197,assets/launch-brand.png,"Conceptual modular computing artwork for Cival Systems, not a product screenshot.",DRAFT_NOT_PUBLISHED
100,Launch conversations,EDUCATION,50,PM,"Explore Cival Systems at your own pace. Read the product details, try the demo and understand the requirements. Choose a workflow you can operate and monitor. https://www.civalsystems.com/about?utm_source=x&utm_medium=organic_social&utm_campaign=cival_launch_2026&utm_content=post_100",182,assets/launch-brand.png,"Conceptual modular computing artwork for Cival Systems, not a product screenshot.",DRAFT_NOT_PUBLISHED
